dataset	id	mean_discrepancy	num_discrepancy	n	prefix
tracktor-final	Fly1	4.38010556054401e-05	2	45661	49
tracktor-final	Fly2	0	0	45661	49
tracktor-final	Fly3	6.57015834081601e-05	3	45661	49
tracktor-final	Fly4	0.00013140316681632	6	45661	49
tracktor-final	Fly5	0	0	45661	49
tracktor-final	Fly6	4.38010556054401e-05	2	45661	49
tracktor-raw	Fly1	0.00017520422242176	8	45661	49
tracktor-raw	Fly2	0.00015330369461904	7	45661	49
tracktor-raw	Fly3	0.00013140316681632	6	45661	49
tracktor-raw	Fly4	0.000525612667265281	24	45661	49
tracktor-raw	Fly5	0.000262806333632641	12	45661	49
tracktor-raw	Fly6	0.000284706861435361	13	45661	49
tracktor-final	Fly1	0.00477235443253723	224	46937	20
tracktor-final	Fly2	0.00460191320280376	216	46937	20
tracktor-final	Fly3	0.00432494620448687	203	46937	20
tracktor-final	Fly4	0.00464452351023713	218	46937	20
tracktor-final	Fly5	0.00502801627713744	236	46937	20
tracktor-final	Fly6	0.00688156465048895	323	46937	20
tracktor-raw	Fly1	0.0231800072437523	1088	46937	20
tracktor-raw	Fly2	0.0256514050748876	1204	46937	20
tracktor-raw	Fly3	0.0229669557065854	1078	46937	20
tracktor-raw	Fly4	0.026098813302938	1225	46937	20
tracktor-raw	Fly5	0.0284849905192066	1337	46937	20
tracktor-raw	Fly6	0.0247352834650702	1161	46937	20
tracktor-final	Fly1	0	0	46980	63
tracktor-final	Fly2	0	0	46980	63
tracktor-final	Fly3	0	0	46980	63
tracktor-final	Fly4	0	0	46980	63
tracktor-final	Fly5	4.2571306939123e-05	2	46980	63
tracktor-final	Fly6	0	0	46980	63
tracktor-raw	Fly1	0	0	46980	63
tracktor-raw	Fly2	2.12856534695615e-05	1	46980	63
tracktor-raw	Fly3	4.2571306939123e-05	2	46980	63
tracktor-raw	Fly4	0	0	46980	63
tracktor-raw	Fly5	4.2571306939123e-05	2	46980	63
tracktor-raw	Fly6	0	0	46980	63
tracktor-final	Fly1	0.000909918107370337	44	48356	68
tracktor-final	Fly2	0.00105467780627016	51	48356	68
tracktor-final	Fly3	0.00076515840847051	37	48356	68
tracktor-final	Fly4	0.000806518322441889	39	48356	68
tracktor-final	Fly5	0.0007858383654562	38	48356	68
tracktor-final	Fly6	0.000661758623542063	32	48356	68
tracktor-raw	Fly1	0.0111051369013152	537	48356	68
tracktor-raw	Fly2	0.00694846554719166	336	48356	68
tracktor-raw	Fly3	0.00719662503101994	348	48356	68
tracktor-raw	Fly4	0.00630738688063529	305	48356	68
tracktor-raw	Fly5	0.00980229961121681	474	48356	68
tracktor-raw	Fly6	0.00831334270824717	402	48356	68
tracktor-final	Fly1	0	0	44480	69
tracktor-final	Fly2	4.49640287769784e-05	2	44480	69
tracktor-final	Fly3	4.49640287769784e-05	2	44480	69
tracktor-final	Fly4	2.24820143884892e-05	1	44480	69
tracktor-final	Fly5	0	0	44480	69
tracktor-final	Fly6	2.24820143884892e-05	1	44480	69
tracktor-raw	Fly1	2.24820143884892e-05	1	44480	69
tracktor-raw	Fly2	6.74460431654676e-05	3	44480	69
tracktor-raw	Fly3	4.49640287769784e-05	2	44480	69
tracktor-raw	Fly4	6.74460431654676e-05	3	44480	69
tracktor-raw	Fly5	4.49640287769784e-05	2	44480	69
tracktor-raw	Fly6	0	0	44480	69
tracktor-final	Fly1	0	0	48864	53
tracktor-final	Fly2	0	0	48864	53
tracktor-final	Fly3	0	0	48864	53
tracktor-final	Fly4	0	0	48864	53
tracktor-final	Fly5	0	0	48864	53
tracktor-final	Fly6	0	0	48864	53
tracktor-raw	Fly1	0	0	48864	53
tracktor-raw	Fly2	0	0	48864	53
tracktor-raw	Fly3	0	0	48864	53
tracktor-raw	Fly4	0	0	48864	53
tracktor-raw	Fly5	0	0	48864	53
tracktor-raw	Fly6	0	0	48864	53
tracktor-final	Fly1	0	0	43091	97
tracktor-final	Fly2	0	0	43091	97
tracktor-final	Fly3	0	0	43091	97
tracktor-final	Fly4	0	0	43091	97
tracktor-final	Fly5	0	0	43091	97
tracktor-final	Fly6	0	0	43091	97
tracktor-raw	Fly1	0	0	43091	97
tracktor-raw	Fly2	9.28268083822608e-05	4	43091	97
tracktor-raw	Fly3	9.28268083822608e-05	4	43091	97
tracktor-raw	Fly4	0	0	43091	97
tracktor-raw	Fly5	0	0	43091	97
tracktor-raw	Fly6	4.64134041911304e-05	2	43091	97
tracktor-final	Fly1	0	0	47410	37
tracktor-final	Fly2	0	0	47410	37
tracktor-final	Fly3	0	0	47410	37
tracktor-final	Fly4	0	0	47410	37
tracktor-final	Fly5	4.2185192997258e-05	2	47410	37
tracktor-final	Fly6	0	0	47410	37
tracktor-raw	Fly1	0	0	47410	37
tracktor-raw	Fly2	0	0	47410	37
tracktor-raw	Fly3	0	0	47410	37
tracktor-raw	Fly4	0	0	47410	37
tracktor-raw	Fly5	0	0	47410	37
tracktor-raw	Fly6	0	0	47410	37
tracktor-final	Fly1	0.00341339291255508	165	48339	29
tracktor-final	Fly2	0.00378576304847018	183	48339	29
tracktor-final	Fly3	0.0018618506795755	90	48339	29
tracktor-final	Fly4	0.0019652868284408	95	48339	29
tracktor-final	Fly5	0.00171704007116407	83	48339	29
tracktor-final	Fly6	0.0018618506795755	90	48339	29
tracktor-raw	Fly1	0.00316514615527835	153	48339	29
tracktor-raw	Fly2	0.00390988642710855	189	48339	29
tracktor-raw	Fly3	0.00330995676368977	160	48339	29
tracktor-raw	Fly4	0.00403400980574691	195	48339	29
tracktor-raw	Fly5	0.00266865264072488	129	48339	29
tracktor-raw	Fly6	0.00328926953391671	159	48339	29
tracktor-final	Fly1	4.13599139713789e-05	2	48356	67
tracktor-final	Fly2	0	0	48356	67
tracktor-final	Fly3	0.000124079741914137	6	48356	67
tracktor-final	Fly4	0.000124079741914137	6	48356	67
tracktor-final	Fly5	8.27198279427579e-05	4	48356	67
tracktor-final	Fly6	0.000206799569856895	10	48356	67
tracktor-raw	Fly1	0.000124079741914137	6	48356	67
tracktor-raw	Fly2	0.000124079741914137	6	48356	67
tracktor-raw	Fly3	0.000124079741914137	6	48356	67
tracktor-raw	Fly4	0.000289519397799653	14	48356	67
tracktor-raw	Fly5	0.000165439655885516	8	48356	67
tracktor-raw	Fly6	0.000413599139713789	20	48356	67
tracktor-final	Fly1	0.00011097054841645	5	45057	80
tracktor-final	Fly2	0.000909958497014892	41	45057	80
tracktor-final	Fly3	0.000244135206516191	11	45057	80
tracktor-final	Fly4	0.000266329316199481	12	45057	80
tracktor-final	Fly5	0.000554852742082251	25	45057	80
tracktor-final	Fly6	0.00013316465809974	6	45057	80
tracktor-raw	Fly1	0.00179772288434649	81	45057	80
tracktor-raw	Fly2	0.00226379918769559	102	45057	80
tracktor-raw	Fly3	0.00213063452959585	96	45057	80
tracktor-raw	Fly4	0.00241915795547862	109	45057	80
tracktor-raw	Fly5	0.00162017000688017	73	45057	80
tracktor-raw	Fly6	0.00146481123909714	66	45057	80
tracktor-final	Fly1	6.51324359531046e-05	3	46060	33
tracktor-final	Fly2	8.68432479374729e-05	4	46060	33
tracktor-final	Fly3	8.68432479374729e-05	4	46060	33
tracktor-final	Fly4	2.17108119843682e-05	1	46060	33
tracktor-final	Fly5	0.000108554059921841	5	46060	33
tracktor-final	Fly6	8.68432479374729e-05	4	46060	33
tracktor-raw	Fly1	0.000151975683890578	7	46060	33
tracktor-raw	Fly2	0.000108554059921841	5	46060	33
tracktor-raw	Fly3	0.000282240555796787	13	46060	33
tracktor-raw	Fly4	2.17108119843682e-05	1	46060	33
tracktor-raw	Fly5	0.000282240555796787	13	46060	33
tracktor-raw	Fly6	6.51324359531046e-05	3	46060	33
tracktor-final	Fly1	0	0	45679	99
tracktor-final	Fly2	0	0	45679	99
tracktor-final	Fly3	4.37837956172421e-05	2	45679	99
tracktor-final	Fly4	4.37837956172421e-05	2	45679	99
tracktor-final	Fly5	0	0	45679	99
tracktor-final	Fly6	0	0	45679	99
tracktor-raw	Fly1	0	0	45679	99
tracktor-raw	Fly2	0	0	45679	99
tracktor-raw	Fly3	4.37837956172421e-05	2	45679	99
tracktor-raw	Fly4	4.37837956172421e-05	2	45679	99
tracktor-raw	Fly5	0	0	45679	99
tracktor-raw	Fly6	0	0	45679	99
tracktor-final	Fly1	0	0	47587	16
tracktor-final	Fly2	0	0	47587	16
tracktor-final	Fly3	0	0	47587	16
tracktor-final	Fly4	0	0	47587	16
tracktor-final	Fly5	0	0	47587	16
tracktor-final	Fly6	0	0	47587	16
tracktor-raw	Fly1	0	0	47587	16
tracktor-raw	Fly2	0	0	47587	16
tracktor-raw	Fly3	0	0	47587	16
tracktor-raw	Fly4	0	0	47587	16
tracktor-raw	Fly5	0	0	47587	16
tracktor-raw	Fly6	0	0	47587	16
tracktor-final	Fly1	0	0	48681	39
tracktor-final	Fly2	6.16256855857521e-05	3	48681	39
tracktor-final	Fly3	4.10837903905014e-05	2	48681	39
tracktor-final	Fly4	0	0	48681	39
tracktor-final	Fly5	0	0	48681	39
tracktor-final	Fly6	0	0	48681	39
tracktor-raw	Fly1	0	0	48681	39
tracktor-raw	Fly2	0.000164335161562006	8	48681	39
tracktor-raw	Fly3	0	0	48681	39
tracktor-raw	Fly4	0	0	48681	39
tracktor-raw	Fly5	0	0	48681	39
tracktor-raw	Fly6	0	0	48681	39
tracktor-final	Fly1	8.92916936401991e-05	4	44797	82
tracktor-final	Fly2	0.000223229234100498	10	44797	82
tracktor-final	Fly3	0.000200906310690448	9	44797	82
tracktor-final	Fly4	0.000223229234100498	10	44797	82
tracktor-final	Fly5	0.000223229234100498	10	44797	82
tracktor-final	Fly6	0.00104917740027234	47	44797	82
tracktor-raw	Fly1	0.00102685447686229	46	44797	82
tracktor-raw	Fly2	0.000758979395941693	34	44797	82
tracktor-raw	Fly3	0.00178583387280398	80	44797	82
tracktor-raw	Fly4	0.000915239859812041	41	44797	82
tracktor-raw	Fly5	0.000446458468200996	20	44797	82
tracktor-raw	Fly6	0.000825948166171842	37	44797	82
tracktor-final	Fly1	4.23953365129836e-05	2	47175	17
tracktor-final	Fly2	0	0	47175	17
tracktor-final	Fly3	4.23953365129836e-05	2	47175	17
tracktor-final	Fly4	0	0	47175	17
tracktor-final	Fly5	0	0	47175	17
tracktor-final	Fly6	0	0	47175	17
tracktor-raw	Fly1	4.23953365129836e-05	2	47175	17
tracktor-raw	Fly2	0	0	47175	17
tracktor-raw	Fly3	0	0	47175	17
tracktor-raw	Fly4	0	0	47175	17
tracktor-raw	Fly5	0	0	47175	17
tracktor-raw	Fly6	0	0	47175	17
tracktor-final	Fly1	0	0	43499	89
tracktor-final	Fly2	0.000206901308076048	9	43499	89
tracktor-final	Fly3	0.000459780684613439	20	43499	89
tracktor-final	Fly4	0.000275868410768064	12	43499	89
tracktor-final	Fly5	0.000482769718844111	21	43499	89
tracktor-final	Fly6	0.000183912273845376	8	43499	89
tracktor-raw	Fly1	0.000298857444998736	13	43499	89
tracktor-raw	Fly2	0.000275868410768064	12	43499	89
tracktor-raw	Fly3	0.000275868410768064	12	43499	89
tracktor-raw	Fly4	0.000183912273845376	8	43499	89
tracktor-raw	Fly5	0.000321846479229408	14	43499	89
tracktor-raw	Fly6	0.000275868410768064	12	43499	89
tracktor-final	Fly1	0.00570337936454474	254	44535	85
tracktor-final	Fly2	0.00431121589760862	192	44535	85
tracktor-final	Fly3	0.00453575839227574	202	44535	85
tracktor-final	Fly4	0.00460312114067587	205	44535	85
tracktor-final	Fly5	0.00583810486134501	260	44535	85
tracktor-final	Fly6	0.00574828786347816	256	44535	85
tracktor-raw	Fly1	0.0494667115751656	2203	44535	85
tracktor-raw	Fly2	0.0492421690804985	2193	44535	85
tracktor-raw	Fly3	0.0499831593129	2226	44535	85
tracktor-raw	Fly4	0.0510160547883687	2272	44535	85
tracktor-raw	Fly5	0.0541371954642416	2411	44535	85
tracktor-raw	Fly6	0.0570337936454474	2540	44535	85
tracktor-final	Fly1	4.43882193665801e-05	2	45057	79
tracktor-final	Fly2	0	0	45057	79
tracktor-final	Fly3	2.21941096832901e-05	1	45057	79
tracktor-final	Fly4	8.87764387331602e-05	4	45057	79
tracktor-final	Fly5	4.43882193665801e-05	2	45057	79
tracktor-final	Fly6	0.00015535876778303	7	45057	79
tracktor-raw	Fly1	0.000199746987149611	9	45057	79
tracktor-raw	Fly2	6.65823290498702e-05	3	45057	79
tracktor-raw	Fly3	6.65823290498702e-05	3	45057	79
tracktor-raw	Fly4	0.00015535876778303	7	45057	79
tracktor-raw	Fly5	0.000288523425882771	13	45057	79
tracktor-raw	Fly6	0.000199746987149611	9	45057	79
tracktor-final	Fly1	0	0	45109	65
tracktor-final	Fly2	0	0	45109	65
tracktor-final	Fly3	0	0	45109	65
tracktor-final	Fly4	0	0	45109	65
tracktor-final	Fly5	0	0	45109	65
tracktor-final	Fly6	0	0	45109	65
tracktor-raw	Fly1	0	0	45109	65
tracktor-raw	Fly2	0	0	45109	65
tracktor-raw	Fly3	0	0	45109	65
tracktor-raw	Fly4	0	0	45109	65
tracktor-raw	Fly5	0	0	45109	65
tracktor-raw	Fly6	0	0	45109	65
tracktor-final	Fly1	0	0	48476	5
tracktor-final	Fly2	0	0	48476	5
tracktor-final	Fly3	0	0	48476	5
tracktor-final	Fly4	0	0	48476	5
tracktor-final	Fly5	0	0	48476	5
tracktor-final	Fly6	0	0	48476	5
tracktor-raw	Fly1	0	0	48476	5
tracktor-raw	Fly2	0	0	48476	5
tracktor-raw	Fly3	4.12575294991336e-05	2	48476	5
tracktor-raw	Fly4	6.18862942487004e-05	3	48476	5
tracktor-raw	Fly5	0	0	48476	5
tracktor-raw	Fly6	0	0	48476	5
tracktor-final	Fly1	8.92916936401991e-05	4	44797	81
tracktor-final	Fly2	2.23229234100498e-05	1	44797	81
tracktor-final	Fly3	0.000133937540460299	6	44797	81
tracktor-final	Fly4	4.46458468200996e-05	2	44797	81
tracktor-final	Fly5	4.46458468200996e-05	2	44797	81
tracktor-final	Fly6	0.000111614617050249	5	44797	81
tracktor-raw	Fly1	2.23229234100498e-05	1	44797	81
tracktor-raw	Fly2	6.69687702301493e-05	3	44797	81
tracktor-raw	Fly3	4.46458468200996e-05	2	44797	81
tracktor-raw	Fly4	4.46458468200996e-05	2	44797	81
tracktor-raw	Fly5	4.46458468200996e-05	2	44797	81
tracktor-raw	Fly6	4.46458468200996e-05	2	44797	81
tracktor-final	Fly1	0	0	47909	7
tracktor-final	Fly2	6.26187146465174e-05	3	47909	7
tracktor-final	Fly3	0	0	47909	7
tracktor-final	Fly4	0	0	47909	7
tracktor-final	Fly5	4.17458097643449e-05	2	47909	7
tracktor-final	Fly6	4.17458097643449e-05	2	47909	7
tracktor-raw	Fly1	0	0	47909	7
tracktor-raw	Fly2	0.000521822622054311	25	47909	7
tracktor-raw	Fly3	4.17458097643449e-05	2	47909	7
tracktor-raw	Fly4	0.000104364524410862	5	47909	7
tracktor-raw	Fly5	0.000333966478114759	16	47909	7
tracktor-raw	Fly6	0	0	47909	7
tracktor-final	Fly1	0	0	45661	48
tracktor-final	Fly2	0	0	45661	48
tracktor-final	Fly3	0.00013140316681632	6	45661	48
tracktor-final	Fly4	0	0	45661	48
tracktor-final	Fly5	8.76021112108802e-05	4	45661	48
tracktor-final	Fly6	0	0	45661	48
tracktor-raw	Fly1	6.57015834081601e-05	3	45661	48
tracktor-raw	Fly2	0	0	45661	48
tracktor-raw	Fly3	0.00017520422242176	8	45661	48
tracktor-raw	Fly4	0.0001095026390136	5	45661	48
tracktor-raw	Fly5	8.76021112108802e-05	4	45661	48
tracktor-raw	Fly6	0	0	45661	48
tracktor-final	Fly1	0	0	46035	61
tracktor-final	Fly2	0	0	46035	61
tracktor-final	Fly3	0	0	46035	61
tracktor-final	Fly4	0	0	46035	61
tracktor-final	Fly5	0	0	46035	61
tracktor-final	Fly6	0	0	46035	61
tracktor-raw	Fly1	0	0	46035	61
tracktor-raw	Fly2	0	0	46035	61
tracktor-raw	Fly3	0	0	46035	61
tracktor-raw	Fly4	0	0	46035	61
tracktor-raw	Fly5	0	0	46035	61
tracktor-raw	Fly6	0	0	46035	61
tracktor-final	Fly1	0.000306974459724951	15	48864	52
tracktor-final	Fly2	0	0	48864	52
tracktor-final	Fly3	0.00012278978388998	6	48864	52
tracktor-final	Fly4	0.000163719711853307	8	48864	52
tracktor-final	Fly5	0.000163719711853307	8	48864	52
tracktor-final	Fly6	0.000102324819908317	5	48864	52
tracktor-raw	Fly1	0.000245579567779961	12	48864	52
tracktor-raw	Fly2	0	0	48864	52
tracktor-raw	Fly3	8.18598559266536e-05	4	48864	52
tracktor-raw	Fly4	0.000266044531761624	13	48864	52
tracktor-raw	Fly5	0.000204649639816634	10	48864	52
tracktor-raw	Fly6	6.13948919449902e-05	3	48864	52
tracktor-final	Fly1	0	0	48681	40
tracktor-final	Fly2	0	0	48681	40
tracktor-final	Fly3	0	0	48681	40
tracktor-final	Fly4	0	0	48681	40
tracktor-final	Fly5	8.21675807810029e-05	4	48681	40
tracktor-final	Fly6	0	0	48681	40
tracktor-raw	Fly1	0	0	48681	40
tracktor-raw	Fly2	0	0	48681	40
tracktor-raw	Fly3	0	0	48681	40
tracktor-raw	Fly4	0	0	48681	40
tracktor-raw	Fly5	8.21675807810029e-05	4	48681	40
tracktor-raw	Fly6	0	0	48681	40
tracktor-final	Fly1	0	0	47909	8
tracktor-final	Fly2	4.17458097643449e-05	2	47909	8
tracktor-final	Fly3	0	0	47909	8
tracktor-final	Fly4	0	0	47909	8
tracktor-final	Fly5	0	0	47909	8
tracktor-final	Fly6	0	0	47909	8
tracktor-raw	Fly1	4.17458097643449e-05	2	47909	8
tracktor-raw	Fly2	0.000146110334175207	7	47909	8
tracktor-raw	Fly3	0	0	47909	8
tracktor-raw	Fly4	0	0	47909	8
tracktor-raw	Fly5	2.08729048821725e-05	1	47909	8
tracktor-raw	Fly6	0	0	47909	8
tracktor-final	Fly1	6.50985157538408e-05	3	46084	32
tracktor-final	Fly2	0.000130197031507682	6	46084	32
tracktor-final	Fly3	2.16995052512803e-05	1	46084	32
tracktor-final	Fly4	0	0	46084	32
tracktor-final	Fly5	0.000238694557764083	11	46084	32
tracktor-final	Fly6	6.50985157538408e-05	3	46084	32
tracktor-raw	Fly1	0.000499088620779446	23	46084	32
tracktor-raw	Fly2	0.000477389115528166	22	46084	32
tracktor-raw	Fly3	0.000325492578769204	15	46084	32
tracktor-raw	Fly4	0	0	46084	32
tracktor-raw	Fly5	0.000282093568266644	13	46084	32
tracktor-raw	Fly6	0.000672684662789688	31	46084	32
tracktor-final	Fly1	0	0	45790	25
tracktor-final	Fly2	6.55164883162263e-05	3	45790	25
tracktor-final	Fly3	0	0	45790	25
tracktor-final	Fly4	4.36776588774842e-05	2	45790	25
tracktor-final	Fly5	4.36776588774842e-05	2	45790	25
tracktor-final	Fly6	2.18388294387421e-05	1	45790	25
tracktor-raw	Fly1	0	0	45790	25
tracktor-raw	Fly2	0	0	45790	25
tracktor-raw	Fly3	0	0	45790	25
tracktor-raw	Fly4	0	0	45790	25
tracktor-raw	Fly5	2.18388294387421e-05	1	45790	25
tracktor-raw	Fly6	2.18388294387421e-05	1	45790	25
tracktor-final	Fly1	0.000228733026969703	11	48091	43
tracktor-final	Fly2	0.000228733026969703	11	48091	43
tracktor-final	Fly3	0.000249526938512404	12	48091	43
tracktor-final	Fly4	8.31756461708012e-05	4	48091	43
tracktor-final	Fly5	0.000228733026969703	11	48091	43
tracktor-final	Fly6	0.000103969557713501	5	48091	43
tracktor-raw	Fly1	0.000914932107878813	44	48091	43
tracktor-raw	Fly2	0.00103969557713501	50	48091	43
tracktor-raw	Fly3	0.000332702584683205	16	48091	43
tracktor-raw	Fly4	0.00072778690399451	35	48091	43
tracktor-raw	Fly5	0.000769374727079911	37	48091	43
tracktor-raw	Fly6	0.000478259965482107	23	48091	43
tracktor-final	Fly1	2.18388294387421e-05	1	45790	24
tracktor-final	Fly2	0.0004149377593361	19	45790	24
tracktor-final	Fly3	0.0004149377593361	19	45790	24
tracktor-final	Fly4	0.00122297444856956	56	45790	24
tracktor-final	Fly5	0.000131032976632453	6	45790	24
